age,workclass,fnlwgt,education_num,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,education_level,occupation_grouped,native_region,age_group
31,private,127595,9,divorced or separated,single,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,26-35
29,government,220419,13,single,single,white,male,0,0,56,<=50k,tertiary,service,north america,26-35
21,private,231931,10,single,child,white,male,0,0,45,<=50k,some college,white collar,north america,18-25
27,private,248402,13,single,single,black,female,0,0,40,<=50k,tertiary,white collar,north america,26-35
65,private,111095,9,married,male spouse,white,male,0,0,16,<=50k,secondary-school graduate,blue collar,north america,61-75
37,self-employed,57424,13,divorced or separated,single,white,female,0,0,60,<=50k,tertiary,white collar,north america,36-45
39,unknown,157443,14,married,female spouse,asian or pacific islander,female,3464,0,40,<=50k,tertiary,unknown,other,36-45
24,private,278130,9,single,child,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
38,private,169469,9,divorced or separated,single,white,male,0,0,80,<=50k,secondary-school graduate,white collar,north america,36-45
48,private,146268,13,married,male spouse,white,male,7688,0,40,>50k,tertiary,white collar,north america,46-60
21,private,153718,10,single,single,asian or pacific islander,female,0,0,25,<=50k,some college,service,north america,18-25
31,private,217460,9,married,male spouse,white,male,0,0,45,>50k,secondary-school graduate,blue collar,north america,26-35
55,private,238638,9,married,male spouse,white,male,4386,0,40,>50k,secondary-school graduate,white collar,north america,46-60
24,private,303296,10,married,female spouse,asian or pacific islander,female,0,0,40,<=50k,some college,white collar,asia,18-25
43,private,173321,9,divorced or separated,single,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,36-45
26,private,193945,12,single,single,white,male,0,0,45,<=50k,associate,white collar,north america,26-35
46,private,83082,12,single,single,white,female,0,0,33,<=50k,associate,white collar,north america,46-60
35,private,193815,12,married,male spouse,white,male,0,0,40,>50k,associate,white collar,north america,26-35
41,self-employed,34987,10,married,male spouse,white,male,0,0,54,>50k,some college,blue collar,north america,36-45
26,private,59306,13,single,single,white,male,0,0,40,<=50k,tertiary,white collar,north america,26-35
34,private,142897,14,married,male spouse,asian or pacific islander,male,7298,0,35,>50k,tertiary,white collar,asia,26-35
19,unknown,860348,10,single,child,black,female,0,0,25,<=50k,some college,unknown,north america,18-25
36,self-employed,205607,13,divorced or separated,single,black,female,0,0,40,>50k,tertiary,white collar,north america,36-45
22,private,199698,10,single,child,white,male,0,0,15,<=50k,some college,white collar,north america,18-25
24,private,191954,10,single,single,white,male,0,0,40,<=50k,some college,blue collar,north america,18-25
77,self-employed,138714,10,married,male spouse,white,male,0,0,40,<=50k,some college,white collar,north america,76+
22,private,399087,3,married,extended relative,white,female,0,0,40,<=50k,primary,blue collar,north america,18-25
29,private,423158,10,single,single,white,female,0,0,40,<=50k,some college,white collar,north america,26-35
62,private,159841,9,widowed,single,white,female,0,0,24,<=50k,secondary-school graduate,service,north america,61-75
39,self-employed,174308,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,36-45
43,private,50356,10,married,male spouse,white,male,0,1485,50,<=50k,some college,blue collar,north america,36-45
35,private,186110,9,divorced or separated,single,white,male,0,0,45,<=50k,secondary-school graduate,blue collar,north america,26-35
29,private,200381,7,single,single,white,female,0,0,40,<=50k,secondary,white collar,north america,26-35
76,self-employed,174309,14,married,male spouse,white,male,0,0,10,<=50k,tertiary,blue collar,north america,76+
63,self-employed,78383,9,married,male spouse,white,male,0,0,45,<=50k,secondary-school graduate,blue collar,north america,61-75
23,unknown,211601,11,single,child,black,female,0,0,15,<=50k,associate,unknown,north america,18-25
43,private,187728,10,married,female spouse,white,female,0,1887,50,>50k,some college,white collar,north america,36-45
58,self-employed,321171,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
66,private,127921,9,single,single,white,male,2050,0,55,<=50k,secondary-school graduate,blue collar,north america,61-75
41,private,206565,10,single,single,black,male,0,0,45,<=50k,some college,blue collar,north america,36-45
26,private,224563,13,single,single,white,male,0,0,40,<=50k,tertiary,white collar,north america,26-35
47,private,178686,11,single,single,white,male,0,0,40,<=50k,associate,service,north america,46-60
55,government,98545,6,married,male spouse,white,male,0,0,40,<=50k,secondary,white collar,north america,46-60
53,private,242606,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
17,private,270942,3,single,extended relative,white,male,0,0,48,<=50k,primary,service,north america,<18
30,private,94235,9,single,extended relative,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
49,private,71195,14,single,single,white,male,0,0,60,<=50k,tertiary,white collar,north america,46-60
19,private,104112,9,single,single,black,male,0,0,30,<=50k,secondary-school graduate,white collar,central america,18-25
45,private,261192,9,married,male spouse,black,male,0,0,40,<=50k,secondary-school graduate,service,north america,36-45
26,private,94936,12,single,single,white,male,0,0,40,<=50k,associate,white collar,north america,26-35
38,private,296478,11,married,male spouse,white,male,7298,0,40,>50k,associate,blue collar,north america,36-45
36,government,119272,9,married,male spouse,white,male,7298,0,40,>50k,secondary-school graduate,service,north america,36-45
33,private,85043,9,single,single,white,male,0,0,20,<=50k,secondary-school graduate,blue collar,north america,26-35
22,government,293364,10,single,child,black,female,0,0,40,<=50k,some college,service,north america,18-25
43,self-employed,241895,13,single,single,white,male,0,0,42,<=50k,tertiary,white collar,north america,36-45
67,unknown,36135,7,married,male spouse,white,male,0,0,8,<=50k,secondary,unknown,north america,61-75
30,unknown,151989,11,divorced or separated,single,white,female,0,0,40,<=50k,associate,unknown,north america,26-35
56,private,101128,12,married or separated,single,white,male,0,0,25,<=50k,associate,service,asia,46-60
31,private,156464,13,single,child,white,male,0,0,25,<=50k,tertiary,white collar,north america,26-35
33,private,117963,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,26-35
26,private,192262,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,service,north america,26-35
33,private,111363,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,26-35
46,government,329752,7,married,male spouse,white,male,0,0,30,<=50k,secondary,blue collar,north america,46-60
59,unknown,372020,13,married,male spouse,white,male,0,0,40,>50k,tertiary,unknown,north america,46-60
38,government,95432,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,white collar,north america,36-45
65,private,161400,7,widowed,single,other,male,0,0,40,<=50k,secondary,service,north america,61-75
40,private,96129,11,married,male spouse,white,male,0,0,40,>50k,associate,white collar,north america,36-45
42,private,111949,9,married,female spouse,white,female,0,0,35,<=50k,secondary-school graduate,white collar,north america,36-45
26,self-employed,117125,5,married,male spouse,white,male,0,0,40,<=50k,secondary,blue collar,europe,26-35
36,private,348022,6,married,female spouse,white,female,0,0,24,<=50k,secondary,service,north america,36-45
62,private,270092,14,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,61-75
43,private,180609,13,married,male spouse,white,male,0,0,45,<=50k,tertiary,blue collar,north america,36-45
43,private,174575,13,divorced or separated,single,white,male,0,1564,45,>50k,tertiary,white collar,north america,36-45
22,private,410439,9,married or separated,single,white,male,0,0,55,<=50k,secondary-school graduate,white collar,north america,18-25
28,private,92262,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
56,self-employed,183081,10,married,male spouse,white,male,0,0,45,<=50k,some college,white collar,north america,46-60
22,private,362589,12,single,single,white,female,0,0,15,<=50k,associate,white collar,north america,18-25
57,private,212448,13,divorced or separated,single,white,female,0,0,45,>50k,tertiary,white collar,north america,46-60
39,private,481060,9,divorced or separated,single,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,36-45
26,government,185885,10,single,single,white,female,0,0,15,<=50k,some college,white collar,north america,26-35
17,private,89821,7,single,child,white,male,0,0,10,<=50k,secondary,service,north america,<18
40,government,184018,11,married,male spouse,white,male,0,0,38,>50k,associate,blue collar,north america,36-45
45,private,256649,9,married,male spouse,black,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
44,private,160323,9,single,single,black,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
20,government,350845,10,single,child,white,female,0,0,10,<=50k,some college,white collar,north america,18-25
33,private,267404,9,married,female spouse,white,female,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
23,private,35633,10,single,single,white,male,0,0,40,<=50k,some college,white collar,north america,18-25
46,self-employed,80914,14,divorced or separated,single,white,male,0,0,30,<=50k,tertiary,white collar,north america,46-60
38,private,172927,9,married,male spouse,white,male,0,0,50,<=50k,secondary-school graduate,white collar,north america,36-45
54,private,174319,9,divorced or separated,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
46,private,214955,3,divorced or separated,single,white,female,0,2339,45,<=50k,primary,blue collar,north america,46-60
25,private,344991,10,married,male spouse,white,male,0,0,40,<=50k,some college,blue collar,north america,18-25
46,private,108699,10,divorced or separated,single,white,female,0,0,40,<=50k,some college,white collar,north america,46-60
36,government,117312,10,married,female spouse,white,female,0,0,40,<=50k,some college,blue collar,north america,36-45
23,private,396099,9,single,single,white,female,0,0,25,<=50k,secondary-school graduate,service,north america,18-25
29,private,134152,9,divorced or separated,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
44,private,162028,10,married,female spouse,white,female,0,2415,6,>50k,some college,white collar,north america,36-45
19,private,25429,10,single,child,white,female,0,0,16,<=50k,some college,white collar,north america,18-25
19,private,232392,9,single,extended relative,white,female,0,0,40,<=50k,secondary-school graduate,service,north america,18-25
35,private,220098,9,married,female spouse,white,female,0,0,40,>50k,secondary-school graduate,service,north america,26-35
27,private,301302,13,single,single,white,male,0,0,50,<=50k,tertiary,blue collar,north america,26-35
46,self-employed,277946,12,divorced or separated,single,white,male,0,0,40,<=50k,associate,blue collar,north america,46-60
34,government,98101,13,married,male spouse,white,male,7688,0,45,>50k,tertiary,white collar,other,26-35
34,private,196164,9,single,single,white,female,0,0,35,<=50k,secondary-school graduate,service,north america,26-35
